SITE_CODE,TOP_PRF_INT,BOT_PRF_INT
341539N1191267W001,394,414
341539N1191267W002,300,320
341539N1191267W003,200,220
341539N1191267W004,110,130
341539N1191267W005,18,38
341540N1191031W001,600,800
341544N1192034W001,870,930
341544N1192034W002,640,680
341544N1192034W003,385,425
341544N1192034W004,280,320
341544N1192034W005,155,195
341547N1190814W001,503,863
341550N1189151W001,245,443
341557N1182826W001,50,86
341557N1182826W001,98,152
341557N1182826W001,195,299
341564N1190791W001,540,620
341572N1162478W001,360,410
341572N1162478W001,540,640
341572N1162478W001,680,850
341593N1190728W001,443,1003
341593N1191976W001,520,940
341593N1192189W001,610,738
341598N1191350W001,444,1022
341600N1165131W001,65,145
341606N1191093W001,235,255
341606N1191253W001,200,218
341611N1191887W001,535,950
341615N1191408W001,330,450
341616N1190911W001,750,1000
341617N1191392W001,160,320
341619N1190912W001,750,1000
341645N1190916W001,510,530
341645N1190916W001,560,640
341645N1190916W002,340,360
341645N1190916W002,380,410
341645N1190916W002,440,460
341645N1190916W003,140,180
341645N1190916W004,1130,1180
341645N1190916W005,960,990
341645N1190916W005,1030,1050
341646N1190916W001,710,730
341646N1190916W001,770,810
341646N1190916W001,840,860
341655N1181575W001,350,720
341660N1173090W001,265,285
341660N1173090W002,345,365
341664N1192281W001,496,781
341678N1191537W001,160,200
341679N1191539W001,160,200
341680N1190640W001,377,857
341684N1190934W001,620,1100
341685N1190938W001,240,1194
341686N1190931W001,240,1194
341687N1191050W001,554,1104
341687N1191228W001,383,923
341692N1191009W001,176,212
341692N1191009W001,392,488
341715N1174260W001,3,300
341719N1190645W001,120,200
341725N1191072W001,128,200
341728N1190467W001,123,138
341730N1173520W001,341,361
341730N1173520W002,431,451
341730N1190468W001,140,158
341730N1190468W001,325,360
341742N1192093W001,520,1100
341753N1191123W001,114,186
341754N1191125W001,114,186
341755N1184315W001,264,268
341758N1190862W001,434,916
341759N1190745W001,383,1083
341759N1190805W001,434,916
341761N1191423W001,600,1200
341762N1191976W001,720,1180
341763N1191176W001,130,400
341764N1190967W001,603,1363
341775N1191451W001,602,1122
341776N1191468W001,602,1122
341781N1191265W001,430,1050
341781N1191265W001,1150,1220
341783N1163712W001,260,450
341786N1191286W001,430,1220
341792N1181648W001,125,220
341803N1181174W001,441,451
341803N1191151W001,590,1280
341823N1191457W001,120,249
341833N1190695W001,420,430
341833N1190695W001,440,470
341833N1190695W001,500,510
341833N1190695W001,530,550
341833N1190695W001,560,580
341833N1190695W001,620,710
341833N1190695W001,750,810
341833N1190695W001,840,1000
341850N1161516W001,342,386
341864N1183612W001,144,154
341864N1183612W001,210,220
341871N1191155W001,125,176
341888N1191568W001,125,250
341900N1181592W001,228,908
341903N1190874W001,720,1120
341903N1190887W001,720,1120
341904N1190874W001,430,960
341906N1190414W001,253,414
341906N1190458W001,360,720
341906N1191615W001,190,270
341910N1181680W001,240,502
341910N1190633W001,443,1013
341911N1190531W001,117,122
341911N1190531W001,172,176
341911N1190531W001,310,358
341911N1190531W001,392,420
341911N1190531W001,458,462
341911N1190531W001,521,525
341914N1191151W001,98,196
341920N1182297W001,50,180
341934N1190956W001,590,1110
341936N1190953W001,590,680
341936N1190953W001,820,1110
341938N1181767W001,86,376
341953N1181648W001,246,733
341953N1191228W001,110,122
341953N1191228W001,152,182
341955N1191143W001,750,1290
341956N1188445W001,80,213
341956N1191142W001,750,1290
341958N1191417W001,730,1480
341962N1191247W001,110,182
341970N1181959W001,80,120
341970N1190693W001,403,1433
341972N1190695W001,400,1220
341978N1190442W001,178,194
341978N1190442W001,305,315
341978N1190442W001,338,373
341988N1181704W001,147,519
341994N1181781W001,205,548
341994N1191754W001,120,230
341997N1181632W001,266,691
342008N1181748W001,239,594
342011N1191766W001,526,1106
342012N1191765W001,120,220
342016N1181686W001,140,640
342019N1185436W001,32,294
342021N1190956W001,571,1321
342028N1192255W001,170,230
342042N1190965W001,120,208
342042N1192495W001,1390,1490
342042N1192495W002,965,1065
342042N1192495W003,630,695
342042N1192495W004,120,145
342051N1190280W001,585,910
342053N1190720W001,956,1216
342053N1190750W001,336,1300
342058N1191490W001,218,386
342060N1173880W001,150,347
342060N1190413W001,700,1100
342069N1190406W001,280,285
342069N1190406W001,309,318
342069N1190406W001,327,358
342069N1190406W001,417,437
342071N1162446W001,250,412
342072N1160478W001,218,243
342075N1191225W001,700,940
342083N1190873W001,801,861
342083N1190873W001,897,1005
342083N1190873W001,1041,1149
342086N1191242W001,713,816
342086N1191242W001,883,909
342086N1191242W001,922,967
342089N1191245W001,713,967
342094N1192081W001,180,280
342106N1161969W001,360,460
342109N1182429W001,100,142
342128N1190681W001,938,998
342128N1190681W002,800,860
342128N1190681W003,360,380
342128N1190681W004,170,190
342128N1190681W005,431,436
342130N1190694W001,403,1463
342158N1191393W001,110,180
342162N1191447W001,475,580
342163N1191447W001,195,285
342164N1191441W001,360,420
342164N1191446W001,130,170
342164N1191446W002,470,580
342165N1191392W001,170,366
342165N1191446W001,120,170
342165N1191447W001,360,420
342169N1191112W001,716,1266
342189N1192333W001,220,400
342190N1192087W001,220,310
342198N1190739W001,700,890
342201N1192492W001,210,260
342206N1192209W001,387,399
342211N1164019W001,337,353
342215N1185216W001,110,196
342220N1164153W001,300,420
342231N1160622W001,213,238
342243N1164437W001,260,290
342243N1164437W001,302,305
342243N1164437W001,360,365
342243N1164437W001,405,425
342243N1164437W001,434,438
342243N1164437W001,460,470
342244N1191402W001,110,172
342244N1191779W001,180,210
342252N1192503W001,130,230
342256N1164053W001,300,750
342256N1164053W001,750,920
342260N1192260W001,190,250
342272N1191093W001,641,1161
342273N1191752W001,107,242
342274N1191090W001,630,1130
342274N1191306W001,400,820
342278N1160697W003,70,90
342278N1164442W001,184,319
342279N1191701W001,130,246
342281N1160486W001,367,387
342285N1184819W001,298,340
342286N1164450W001,208,318
342287N1191378W001,130,190
342289N1167538W001,180,265
342289N1167538W001,280,340
342296N1191617W001,150,292
342305N1192296W001,452,653
342308N1191481W001,440,680
342309N1192428W001,100,206
342311N1191828W001,125,280
342313N1190818W001,550,800
342317N1192428W001,100,106
342317N1192428W001,129,144
342317N1192428W001,168,206
342323N1167704W001,65,105
342326N1167660W001,80,205
342326N1191168W001,600,1240
342331N1184087W001,270,290
342331N1184087W001,305,590
342339N1160705W001,212,238
342340N1189987W001,790,837
342344N1191544W001,575,1475
342345N1191673W001,140,230
342346N1191673W001,100,230
342348N1191704W001,460,640
342353N1189387W001,120,225
342353N1189387W001,465,550
342363N1191227W001,641,1011
342367N1164411W001,443,485
342368N1191015W001,600,950
342372N1162705W001,495,505
342372N1162705W001,518,528
342372N1162705W001,584,620
342373N1191299W001,100,160
342383N1191381W001,290,342
342383N1191381W001,450,480
342383N1191385W001,290,480
342384N1191388W001,300,1210
342386N1160694W002,250,270
342386N1191668W001,124,224
342387N1168491W001,282,348
342387N1168491W001,366,386
342387N1168491W001,410,510
342387N1168491W001,532,552
342387N1168491W001,556,576
342389N1164156W001,236,256
342390N1174350W001,60,390
342391N1169358W001,45,185
342392N1188962W001,86,266
342400N1189434W001,350,800
342402N1191131W001,116,196
342403N1191534W001,144,336
342407N1191116W001,625,825
342409N1168724W001,80,160
342409N1168724W002,730,820
342409N1190227W001,654,990
342429N1168389W001,240,530
342430N1190699W001,603,903
342437N1168301W001,300,700
342439N1164428W001,250,775
342439N1169101W001,220,775
342440N1191537W001,100,300
342447N1191085W002,550,922
342451N1191480W001,120,182
342456N1164064W001,220,580
342456N1191487W001,850,1390
342457N1164063W001,298,348
342457N1191485W002,145,165
342457N1191521W001,115,340
342458N1190053W001,710,750
342458N1190053W002,540,640
342458N1190053W003,60,120
342458N1190053W004,330,390
342458N1190053W005,150,190
342460N1169335W001,160,315
342460N1169335W002,415,485
342460N1191193W001,99,137
342464N1191198W001,99,137
342466N1191569W001,139,290
342469N1191512W001,1210,1250
342469N1191512W002,1110,1150
342469N1191512W003,830,870
342469N1191512W004,460,500
342469N1191512W005,260,300
342469N1191512W006,135,155
342469N1191512W007,75,95
342475N1160811W001,235,435
342475N1191580W001,140,310
342477N1169299W001,100,435
342477N1169299W002,500,570
342477N1169299W002,590,620
342477N1191314W001,120,320
342478N1190993W001,522,802
342481N1191610W001,130,370
342483N1168662W001,96,446
342483N1168662W002,490,690
342484N1191534W001,163,277
342486N1191569W001,150,290
342489N1191151W001,528,590
342489N1191151W001,670,770
342489N1191151W001,825,835
342489N1191151W001,886,1007
342492N1191156W001,95,147
342494N1191147W001,528,1007
342497N1191553W001,149,277
342503N1191435W001,199,219
342503N1191435W002,155,175
342503N1191435W003,74,94
342508N1191842W001,68,108
342511N1191766W001,63,103
342525N1191584W001,162,306
342526N1191646W001,50,140
342533N1192676W001,970,1070
342533N1192690W001,480,660
342533N1192690W002,170,240
342535N1168920W001,30,150
342550N1189935W001,62,142
342551N1190040W001,280,580
342553N1190765W001,406,454
342553N1190765W001,526,562
342553N1190765W001,634,706
342553N1190765W001,778,886
342553N1190765W001,958,1030
342554N1190765W001,524,1044
342558N1190808W001,560,1120
342559N1191769W001,64,104
342564N1190801W001,182,185
342564N1190801W001,218,295
342564N1191892W001,294,345
342575N1191517W001,95,110
342575N1191520W001,185,190
342575N1191520W002,165,170
342575N1191520W003,130,150
342578N1191520W001,250,255
342584N1191051W001,525,1105
342593N1163956W001,168,264
342593N1191148W001,600,1300
342597N1191142W001,98,151
342599N1189803W001,230,430
342601N1168844W001,40,150
342603N1168694W001,96,446
342610N1191340W001,414,762
342611N1191584W001,35,145
342616N1191616W001,65,105
342619N1169123W001,123,183
342621N1191177W001,70,160
342627N1191385W001,36,103
342633N1169337W001,60,120
342633N1169337W001,156,176
342633N1169337W001,216,278
342633N1169337W001,310,370
342633N1191194W001,740,1260
342633N1191488W001,35,145
342641N1191284W001,340,715
342642N1191285W001,320,680
342645N1189797W001,35,85
342647N1184989W001,359,401
342647N1188526W001,154,348
342648N1189792W001,480,880
342650N1191274W001,565,965
342650N1191423W001,276,456
342653N1191301W001,35,125
342653N1191356W001,35,125
342656N1163944W001,187,305
342656N1191301W001,90,130
342658N1191231W001,550,1000
342658N1192109W001,160,321
342659N1191138W001,520,1244
342667N1164205W001,337,358
342667N1187786W001,5,25
342667N1187786W002,75,120
342669N1190105W001,990,1390
342669N1191549W001,35,145
342670N1162150W003,280,300
342670N1190109W001,960,1360
342674N1169461W001,20,55
342674N1187875W001,5,26
342675N1187875W001,75,118
342676N1187959W001,5,27
342676N1187960W001,75,123
342678N1188312W001,130,490
342678N1191253W001,420,820
342680N1191337W001,68,233
342681N1189627W001,86,156
342681N1191301W001,35,125
342683N1191448W001,35,145
342686N1190434W001,1020,1080
342686N1190434W002,615,655
342686N1190434W003,340,380
342686N1190434W004,190,230
342686N1191267W001,100,350
342689N1169475W001,139,599
342689N1191256W001,640,700
342689N1191256W002,500,540
342689N1191256W003,270,310
342689N1191256W004,135,155
342693N1187835W001,70,180
342697N1191284W001,100,320
342698N1189087W001,680,730
342698N1189087W002,240,300
342698N1189087W003,90,150
342701N1187878W001,66,234
342701N1191491W001,59,99
342702N1187878W001,75,215
342703N1192342W001,1200,1208
342703N1192342W002,710,780
342703N1192342W003,210,280
342704N1189310W001,9,34
342706N1191251W001,70,250
342708N1189562W001,500,540
342711N1191455W001,140,464
342712N1191305W001,100,365
342715N1191391W001,63,103
342720N1189059W001,25,85
342722N1188870W001,60,120
342722N1188870W001,160,200
342722N1188870W001,220,240
342724N1187786W001,150,300
342725N1190028W001,752,782
342725N1190028W001,1010,1406
342725N1190995W001,635,1340
342727N1190673W001,1080,1560
342728N1190267W001,928,1043
342728N1190267W001,1515,1765
342731N1191531W001,67,107
342744N1191398W001,57,97
342747N1189637W001,635,890
342747N1191114W001,180,440
342749N1188823W001,24,154
342749N1188823W002,878,1238
342754N1187844W001,90,290
342762N1191340W001,115,355
342767N1187888W001,5,27
342767N1187888W002,75,125
342767N1191287W001,40,117
342771N1190449W001,407,740
342772N1190443W001,880,1630
342775N1189698W001,872,1032
342775N1191297W001,40,121
342779N1191475W001,106,520
342780N1164092W001,180,400
342784N1164096W001,144,384
342787N1189099W001,457,577
342787N1189173W001,98,170
342788N1187791W001,196,430
342788N1187791W002,5,25
342788N1187930W001,190,230
342789N1187662W001,242,494
342799N1190109W001,1090,1512
342799N1191407W001,62,102
342803N1191286W001,63,103
342811N1189256W001,560,700
342811N1189264W001,129,157
342823N1190112W001,973,1373
342827N1189358W001,440,800
342834N1189588W001,900,1060
342836N1191778W001,468,528
342847N1189365W001,533,629
342853N1188895W001,110,250
342853N1188895W001,390,504
342864N1189131W002,320,520
342864N1189597W001,900,1260
342866N1189834W001,680,1000
342871N1189351W001,620,1010
342894N1191553W001,190,225
342905N1189273W001,532,765
342908N1191676W001,300,343
342908N1193091W001,30,65
342919N1189236W001,500,720
342925N1189778W001,710,990
342925N1193084W001,25,65
342936N1190553W001,790,1760
342939N1184577W001,36,53
342939N1184577W001,57,102
342939N1184577W001,152,186
342947N1191390W001,175,265
342953N1191237W001,137,157
342958N1189330W001,630,890
342958N1189387W001,1050,1110
342958N1189387W002,800,900
342958N1189387W003,490,530
342975N1189410W001,700,1120
342992N1191220W001,17,37
342997N1191228W001,92,102
343007N1189771W001,762,1090
343009N1189939W001,900,1100
343011N1189626W001,580,1011
343028N1191084W001,12,32
343028N1191084W002,17,37
343028N1191084W003,17,37
343042N1189054W001,613,813
343076N1189242W001,860,1400
343077N1189236W001,910,1270
343078N1189088W001,880,1420
343083N1188790W001,598,900
343089N1189235W001,950,1500
343089N1189415W001,803,1180
343097N1191006W003,30,60
343118N1184429W001,168,210
343120N1189165W001,318,610
343128N1189744W001,240,620
343134N1188894W001,900,1310
343147N1188884W001,744,768
343147N1188884W001,852,924
343147N1188884W001,960,996
343147N1188884W001,1032,1212
343147N1188917W001,296,620
343150N1191142W001,260,409
343150N1191142W001,412,424
343156N1188945W001,222,238
343156N1188945W001,294,330
343156N1188945W001,402,438
343156N1188945W001,474,505
343159N1189109W001,924,1204
343167N1189565W001,900,1100
343217N1191165W001,160,205
343219N1189200W001,630,940
343258N1189106W001,865,1095
343261N1189015W001,858,1050
343264N1189478W001,1167,1252
343264N1189478W001,1319,1475
343361N1188903W001,1100,1340
343386N1191023W001,183,243
343428N1190681W001,660,680
343428N1190681W002,520,540
343428N1190681W003,370,390
343428N1190681W004,260,280
343428N1190681W005,60,80
343431N1190798W001,530,550
343431N1190798W002,290,310
343431N1190798W003,150,170
343431N1190798W004,50,70
343539N1190842W001,233,338
343561N1190356W001,75,104
343564N1190462W001,58,104
343564N1190462W001,195,222
343587N1165223W001,162,181
343587N1165223W001,201,224
343587N1165223W001,244,259
343639N1189870W001,210,310
343640N1172484W001,102,120
343667N1169294W001,568,673
343711N1166318W001,240,242
343722N1176104W001,170,190
343722N1176104W001,210,230
343722N1176104W001,250,270
343722N1176104W001,290,350
343733N1165854W001,166,206
343747N1165706W001,360,510
343753N1190062W001,215,315
343764N1172894W001,473,497
343764N1172894W001,517,582
343764N1172894W001,602,632
343764N1172894W001,647,692
343764N1172894W001,737,767
343764N1172894W001,782,802
343783N1189178W001,216,405
343789N1189312W001,49,146
343789N1189312W001,208,218
343793N1173069W001,1060,1070
343793N1173069W002,970,980
343793N1173069W003,820,830
343793N1173069W004,690,700
343793N1173069W005,480,490
343793N1173069W006,330,340
343811N1189034W001,60,137
343833N1172693W001,420,700
343834N1185658W001,662,1900
343845N1185316W001,520,528
343845N1185316W001,622,664
343845N1185316W001,720,726
343845N1185316W001,874,974
343858N1188565W001,5,120
343864N1188987W001,180,300
343871N1185578W001,140,150
343883N1172382W001,530,550
343883N1172382W002,360,380
343883N1172382W003,240,260
343883N1172382W004,120,140
343883N1194827W001,25,45
343883N1194827W001,218,278
343884N1176082W001,250,450
343900N1166320W001,200,512
343900N1189831W001,470,500
343900N1189831W001,630,700
343917N1188120W001,590,610
343917N1188120W002,310,330
343917N1188120W003,220,240
343917N1188120W004,140,160
343917N1188120W005,50,70
343917N1188823W001,140,486
343919N1188820W001,140,506
343929N1185379W001,780,1544
343944N1172467W001,200,920
343961N1188412W001,212,268
343972N1165179W001,70,72
343983N1185203W001,455,475
343984N1185203W001,325,340
343984N1185203W002,560,580
343985N1185086W001,677.5,697.5
343986N1172376W001,1115,1125
343986N1172376W002,1000,1010
343986N1172376W003,835,845
